repo_url,file_path,content
https://github.com/evylang/evy.git,events.evy,"x := 50
y := 50
dy := 2
radius := 5
stopped := false
speed := 0.5
hue := 0

dot x y radius hue

on animate
    if stopped
        return
    end
    clear
    y = y + dy * speed
    dot x y radius hue
    if y >= 100 - radius or y <= radius
        dy = dy * -1
    end
end

on key k:string
    print ""key"" k
    if k == "" ""
        stopped = !stopped
    else if k == ""ArrowUp""
        hue = hue + 5
    else if k == ""ArrowDown""
        hue = hue - 5
    end
    dot x y radius hue
end

// update x position with x-slider
// update speed with y-slider
on input id:string val:string
    if id == ""sliderx""
        x = str2num val
    else
        s := str2num val
        speed = s * 0.01
    end
    dot x y radius hue
end

func dot x:num y:num radius:num hue:num
    hsl hue 100 50
    move x y
    circle radius
end

func hsl hue:num sat:num light:num
    s := sprintf ""hsl(%.0fdeg %.0f%% %.0f%%)"" hue%360 sat light
    color s
end
"
https://github.com/evylang/evy.git,coords.evy,"grid
print ""Move mouse or touch to print coordinates""

on move x:num y:num
    print ""x:"" (round x) ""y:"" (round y)
end
"
https://github.com/evylang/evy.git,draw.evy,"down := false
width 1

on down x:num y:num
    down = true
    move x y
end

on up
    down = false
end

on move x:num y:num
    if down
        line x y
    end
end
"
https://github.com/evylang/evy.git,ellipse.evy,"labels := [""x"" ""y"" ""radX"" ""radY"" ""rot°"" ""start°"" ""end°""]
vals := [50 60 30 17 5 0 180]
cnt := len vals
cur := 1
w := 11

print ""Watermelon, anyone?""
print ""🍉""
print ""Use arrow keys or drag numbers""
print ""for your perfect piece.""

draw

func draw
    clear ""hsl(210deg 5% 15%)"" // near black
    drawEllipse
    drawText
    drawHighlight cur
end

func drawEllipse
    width 2
    fill ""red""
    stroke ""darkgreen""
    ellipse vals[0] vals[1] vals[2] vals[3] vals[4] vals[5] vals[6]
end

func drawText
    font {size:2.7 style:""italic"" family:""Fira Code, monospace""}
    width 0.2
    fill ""hsl(210deg 13% 72%)"" // light grey
    move 2 15
    text ""// ""
    for i := range (len labels)
        move i*w+20 15
        text (sprintf ""%5s"" labels[i])
    end
    font {size:2.7 style:""normal""}
    fill ""hsl(27deg 100% 74%)"" // orange
    move 2 10
    text ""ellipse""
    fill ""hsl(204deg 100% 75%)"" // ligth  blue
    for i := range (len labels)
        move i*w+20 10
        text (sprintf ""%5.0f"" vals[i])
    end

end

func drawHighlight i:num
    fill ""none""
    stroke ""white""
    width 0.4
    x := i * w + 20
    move x-1 9
    rect 10 4
end

// keyboard interaction
on key k:string
    if k == ""ArrowLeft""
        cur = (cur + cnt - 1) % cnt
    else if k == ""ArrowRight""
        cur = (cur + 1) % cnt
    else if k == ""ArrowUp""
        vals[cur] = vals[cur] + 1
    else if k == ""ArrowDown""
        vals[cur] = max 0 vals[cur]-1
    end
    draw
end

// pointer interaction

dragy := -1
deltay := 0

on down x:num y:num
    if y < 20 and x > 18
        cur = min (floor (x - 18)/w) (len labels)-1
        dragy = y
        draw
    end
end

on up
    dragy = -1
    deltay = 0
end

on move x:num y:num
    if dragy == -1
        return
    end
    if x == 0 or x == 100 or y == 0 or y == 100
        // stop animation when we leave the canvas
        dragy = -1
        deltay = 0
        return
    end
    deltay = y - dragy
    if deltay < 0
        deltay = floor deltay
    else
        deltay = ceil deltay
    end
end

on animate
    if deltay == 0
        return
    end
    if cur < 4
        val := vals[cur] + deltay / 10
        vals[cur] = max 0 (min 100 val)
    else
        vals[cur] = vals[cur] + deltay / 5
    end
    draw
end
"
https://github.com/evylang/evy.git,tictactoetext.evy,"// x - bot
// o - human

playGame ""x"" (selectStrength)

func selectStrength:num
    print ""Select strength 1-3.""
    while true
        str := read
        n := str2num str
        if !err and n >= 1 and n <= 3
            return n
        end
        printf ""💣 %q is not a valid strength (1-3). Try again.\n"" str
    end
    return -1
end

func playGame turn:string strength:num
    board := newBoard
    printAll strength board
    while !(isGameover board)
        if turn == ""x""
            botTurn board strength
        else
            humanTurn board
        end
        printAll strength board
        turn = next turn
    end
    result := winner board
    if result == "".""
        print ""Tie.""
    else
        printf ""%q wins.\n"" result
    end
end

func newBoard:[]string
    return [
        ""."" ""."" "".""
        ""."" ""."" "".""
        ""."" ""."" "".""
    ]
end

func isGameover:bool b:[]string
    return (emptyCnt b) == 0 or (winner b) != "".""
end

func next:string turn:string
    if turn == ""o""
        return ""x""
    end
    return ""o""
end

func emptyCnt:num b:[]string
    cnt := 0
    for i := range 9
        if b[i] == "".""
            cnt = cnt + 1
        end
    end
    return cnt
end

func winner:string b:[]string
    if b[0] != ""."" and ((b[1] == b[0] and b[2] == b[0]) or (b[4] == b[0] and b[8] == b[0]) or (b[3] == b[0] and b[6] == b[0]))
        return b[0]
    end
    if b[4] != ""."" and ((b[1] == b[4] and b[7] == b[4]) or (b[3] == b[4] and b[5] == b[4]) or (b[2] == b[4] and b[6] == b[4]))
        return b[4]
    end
    if b[8] != ""."" and ((b[6] == b[8] and b[7] == b[8]) or (b[2] == b[8] and b[5] == b[8]))
        return b[8]
    end
    return ""."" // no winner
end

func printAll strength:num b:[]string
    cls
    printNotes strength
    printBoard b
end

func printNotes strength:num
    printf ""Strength %0.f.\n\n"" strength
    print ""Enter index for \""o\"" move:""
    print ""0 1 2""
    print ""3 4 5""
    print ""6 7 8\n""
end

func printBoard b:[]string
    print b[0] b[1] b[2]
    print b[3] b[4] b[5]
    print b[6] b[7] b[8]
    print
end

func humanTurn b:[]string
    while true
        str := read
        n := str2num str
        if !err and n <= 8 and n >= 0 and b[n] == "".""
            b[n] = ""o""
            return
        end
        printf ""💣 %q is not a valid move (0-8, free fields). Try again.\n"" str
    end
end

func botTurn b:[]string strength:num
    if strength == 1
        bot1Turn b
    else if strength == 2
        bot2Turn b
    else
        bot3Turn b
    end
end

func bot1Turn b:[]string
    target := rand (emptyCnt b)
    cnt := 0
    for i := range 9
        if b[i] == "".""
            if target == cnt
                b[i] = ""x""
                return
            end
            cnt = cnt + 1
        end
    end
end

func bot2Turn b:[]string
    // try to win in next move
    for i := range 9
        if b[i] == "".""
            b[i] = ""x""
            if (winner b) == ""x""
                return
            end
            b[i] = "".""
        end
    end
    // try to stop ""o"" from winning in next move
    for i := range 9
        if b[i] == "".""
            b[i] = ""o""
            if (winner b) == ""o""
                b[i] = ""x""
                return
            end
            b[i] = "".""
        end
    end
    // random move if no win or block possible
    bot1Turn b
end

func bot3Turn b:[]string
    e := emptyCnt b
    if e == 9
        bot1Turn b
    else if e == 8 and b[4] == "".""
        b[4] = ""x""
    else if e == 8 // ""o"" on 4
        corners := [0 2 6 8]
        i := corners[rand 4]
        b[i] = ""x""
    else
        minmax b ""x"" 0
    end
end

func minmax:num b:[]string turn:string depth:num
    if (isGameover b)
        return score b depth
    end
    scores:[]num
    moves:[]num
    b2 := b[:]
    turn2 := next turn
    for i := range 9
        if b[i] == "".""
            b2[i] = turn
            scores = scores + [(minmax b2 turn2 depth+1)]
            moves = moves + [i]
            b2[i] = "".""
        end
    end

    idx:num
    if turn == ""x""
        idx = maxIndex scores
    else
        idx = minIndex scores
    end
    if depth == 0
        b[moves[idx]] = turn
    end
    return scores[idx]
end

func score:num b:[]string depth:num
    w := winner b
    if w == ""x""
        return 10 - depth
    else if w == ""o""
        return -10 + depth
    end
    return 0
end

func minIndex:num nums:[]num
    nmin := nums[0]
    idx := 0
    for i := range 1 (len nums)
        if nums[i] < nmin
            nmin = nums[i]
            idx = i
        end
    end
    return idx
end

func maxIndex:num nums:[]num
    nmax := nums[0]
    idx := 0
    for i := range 1 (len nums)
        if nums[i] > nmax
            nmax = nums[i]
            idx = i
        end
    end
    return idx
end
"
https://github.com/evylang/evy.git,rand.evy,"while true
    print ""╔════════════════════════╗""
    print ""║ Guess my number (1-10) ║""
    print ""╚════════════════════════╝""

    n := 1 + (rand 10)
    guess := readn

    while guess != n
        if guess < n
            print guess ""Guess higher.""
        else
            print guess ""Guess lower.""
        end
        guess = readn
    end
    print guess ""You got it 🥳.""
    sleep 2
    cls
end

// readn reads a number.
// If the input is not a number readn
// prints an error and repeats prompt.
func readn:num
    while true
        str := read
        n := str2num str
        if !err
            return n
        end
        print ""💣 '""+str+""'is not a number. Try again.""
    end
    return -1
end
"
https://github.com/evylang/evy.git,hanoi.evy,"// towers of hanoi

colors := [""red"" ""orange"" ""gold"" ""green"" ""blue"" ""darkviolet"" ""violet"" ""black""]
towers := [
    []
    [8 7 6 5 4 3 2 1]
    []
]

selected := -1
startTower := 1
numPieces := (len towers[startTower])

// Drawing / positioning
towerx := [17 50 83]
w := 5 // line width
basey := 20
font {align:""center"" baseline:""top""}

width w
linecap ""round""

func drawTowers
    clear ""white""
    color ""black""
    move 0 basey-(w / 2)
    line 100 basey-(w / 2)
    for tower := range 3
        x := towerx[tower]
        color ""black""
        move x basey
        line x basey+42
        if tower == 2
            text ""✨""
        end
        for n := range (len towers[tower])
            y := n * w + (w / 2) + basey
            if tower == selected and n == (len towers[tower]) - 1
                y = y + w
            end
            piece := towers[tower][n]
            pieceWidth := piece * 3 + 5
            color colors[piece - 1]
            move x-(pieceWidth / 2) y
            line x+(pieceWidth / 2) y
        end
    end
end

on down x:num _:num
    tower := floor x/100*3
    if selected == -1 and (len towers[tower]) == 0
        cls
        print ""No pieces on that tower!""
        return
    else if selected == -1
        selected = tower
    else if selected == tower
        selected = -1
    else
        movePiece selected tower
        selected = -1
    end
    drawTowers
    checkGameover tower
end

func movePiece from:num to:num
    if (len towers[to]) > 0 and towers[from][-1] > towers[to][-1]
        cls
        print ""Piece too big to move there.""
        return
    end
    towers[to] = towers[to] + [towers[from][-1]]
    towers[from] = towers[from][:-1]
end

func checkGameover tower:num
    if tower == 2 and (len towers[tower]) == numPieces
        cls
        print ""Well done! 🥳""
        exit 0
    end
end

drawTowers
print ""Move all disks to the third pole✨.""
"
https://github.com/evylang/evy.git,tictactoe.evy,"// See https://evy.dev#tictactoetext for a simpler, text based version
// x - bot
// o - human

board:[]string
humanScore:num
botScore:num
botStrength := 2
botStart := false
turn:string

font {family:""Fira Code, monospace""}
linecap ""round""

newGame

func newGame
    board = newBoard
    if botStart
        turn = ""x""
        draw
        botTurn
    end
    turn = ""o""
    draw
    botStart = !botStart
end

func newBoard:[]string
    return [
        ""."" ""."" "".""
        ""."" ""."" "".""
        ""."" ""."" "".""
    ]
end

func drawGameover
    msg := ""🎀 Tie.""
    w := winner
    if w == ""o""
        humanScore = humanScore + 1
        msg = ""🥳 You win!""
    else if w == ""x""
        botScore = botScore + 1
        msg = ""🤖 wins.""
    end
    clear ""white""
    drawBoard
    drawWinningLine
    drawWinningMsg msg
    sleep 0.5
    newGame
end

// --- graphics ---

func draw
    clear ""white""
    drawBoard
    drawScore
end

func drawBoard
    // grid
    vline 37.5 27 98 1 ""black""
    vline 62.5 27 98 1 ""black""
    hline 12.5 87.5 50 1 ""black""
    hline 12.5 87.5 75 1 ""black""

    // x and o
    font {size:20}
    for i := range 9
        if board[i] != "".""
            x := (getX i) - 6
            y := (getY i) - 6
            move x y
            text board[i]
        end
    end
end

func drawScore
    font {size:4}
    move 13 16
    text (sprintf ""score     🤖:%.0f    you:%.0f"" botScore humanScore)
    move 13 10
    text ""strength  ""+(repeatstr ""🦾"" botStrength)
    move 13 4
    if turn == ""x""
        text ""turn      🤖 thinking…""
    else if turn == ""o""
        text ""turn      you""
    end
end

func drawWinningLine
    w := winner
    if w == "".""
        return
    end
    l := winningLine w
    color ""hsl(330deg 100% 50% / 80%)""
    width 3
    move (getX l.i1) (getY l.i1)
    line (getX l.i2) (getY l.i2)
end

func winningLine:{}num s:string
    if board[0] == s and board[1] == s and board[2] == s
        return {i1:0 i2:2}
    else if board[3] == s and board[4] == s and board[5] == s
        return {i1:3 i2:5}
    else if board[6] == s and board[7] == s and board[8] == s
        return {i1:6 i2:8}
    else if board[0] == s and board[3] == s and board[6] == s
        return {i1:0 i2:6}
    else if board[1] == s and board[4] == s and board[7] == s
        return {i1:1 i2:7}
    else if board[2] == s and board[5] == s and board[8] == s
        return {i1:2 i2:8}
    else if board[0] == s and board[4] == s and board[8] == s
        return {i1:0 i2:8}
    else if board[2] == s and board[4] == s and board[6] == s
        return {i1:2 i2:6}
    end
    return {}
end

func drawWinningMsg msg:string
    move 13 10
    color ""black""
    font {size:7}
    text msg
    sleep 1.5
end

func getX:num i:num
    return 24 + (i % 3) * 25
end

func getY:num i:num
    return 88 - (floor i/3) * 25
end

func vline x:num y1:num y2:num w:num c:string
    line2 x y1 x y2 w c
end

func hline x1:num x2:num y:num w:num c:string
    line2 x1 y x2 y w c
end

func line2 x1:num y1:num x2:num y2:num w:num c:string
    width w
    color c
    move x1 y1
    line x2 y2
end

func repeatstr:string s:string cnt:num
    r:string
    for range cnt
        r = r + s
    end
    return r
end

// --- game logic ---

on down x:num y:num
    if y > 25 and x > 13 and x < 87
        i := floor (x - 12.5)/25
        j := floor (100 - y)/25
        humanBotTurn i+j*3
        return
    end
    if x > 35 and x < 55 and y > 7 and y < 16
        botStrength = botStrength % 3 + 1
        draw
        return
    end
end

func humanBotTurn i:num
    success := humanTurn i
    if !success
        return
    end
    if (isGameover)
        drawGameover
        return
    end

    turn = ""x""
    draw
    botTurn

    turn = ""o""
    draw
    if (isGameover)
        drawGameover
    end
end

func humanTurn:bool i:num
    if board[i] != "".""
        return false
    end
    board[i] = ""o""
    return true
end

func isGameover:bool
    return (emptyCnt) == 0 or (winner) != "".""
end

func emptyCnt:num
    cnt := 0
    for i := range 9
        if board[i] == "".""
            cnt = cnt + 1
        end
    end
    return cnt
end

func winner:string
    if board[0] != ""."" and ((board[1] == board[0] and board[2] == board[0]) or (board[4] == board[0] and board[8] == board[0]) or (board[3] == board[0] and board[6] == board[0]))
        return board[0]
    end
    if board[4] != ""."" and ((board[1] == board[4] and board[7] == board[4]) or (board[3] == board[4] and board[5] == board[4]) or (board[2] == board[4] and board[6] == board[4]))
        return board[4]
    end
    if board[8] != ""."" and ((board[6] == board[8] and board[7] == board[8]) or (board[2] == board[8] and board[5] == board[8]))
        return board[8]
    end
    return ""."" // no winner
end

func botTurn
    if botStrength == 1
        bot1Turn
    else if botStrength == 2
        bot2Turn
    else
        bot3Turn
    end
end

func bot1Turn
    target := rand (emptyCnt)
    cnt := 0
    for i := range 9
        if board[i] == "".""
            if target == cnt
                board[i] = ""x""
                return
            end
            cnt = cnt + 1
        end
    end
end

func bot2Turn
    // try to win in next move
    for i := range 9
        if board[i] == "".""
            board[i] = ""x""
            if (winner) == ""x""
                return
            end
            board[i] = "".""
        end
    end
    // try to stop ""o"" from winning in next move
    for i := range 9
        if board[i] == "".""
            board[i] = ""o""
            if (winner) == ""o""
                board[i] = ""x""
                return
            end
            board[i] = "".""
        end
    end
    // random move if no win or block possible
    bot1Turn
end

func bot3Turn
    e := emptyCnt
    if e == 9
        bot1Turn
    else if e == 8 and board[4] == "".""
        board[4] = ""x""
    else if e == 8 // ""o"" on 4
        corners := [0 2 6 8]
        i := corners[rand 4]
        board[i] = ""x""
    else
        board[minmax ""x"" 0] = ""x""
    end
end

func minmax:num turn:string depth:num
    if (isGameover)
        return score depth
    end
    scores:[]num
    moves:[]num
    nextTurn := next turn
    nextDepth := depth + 1
    for i := range 9
        if board[i] == "".""
            board[i] = turn
            scores = scores + [(minmax nextTurn nextDepth)]
            moves = moves + [i]
            board[i] = "".""
        end
    end

    idx:num
    if turn == ""x""
        idx = maxIndex scores
    else
        idx = minIndex scores
    end
    if depth != 0
        return scores[idx]
    else
        return moves[idx]
    end
end

func score:num depth:num
    w := winner
    if w == ""x""
        return 10 - depth
    else if w == ""o""
        return -10 + depth
    end
    return 0
end

func next:string turn:string
    if turn == ""o""
        return ""x""
    end
    return ""o""
end

func minIndex:num nums:[]num
    nmin := nums[0]
    idx := 0
    for i := range 1 (len nums)
        if nums[i] < nmin
            nmin = nums[i]
            idx = i
        end
    end
    return idx
end

func maxIndex:num nums:[]num
    nmax := nums[0]
    idx := 0
    for i := range 1 (len nums)
        if nums[i] > nmax
            nmax = nums[i]
            idx = i
        end
    end
    return idx
end
"
https://github.com/evylang/evy.git,text.evy,"move 10 85
text ""“Time is an illusion.""
move 10 78
text ""Lunchtime doubly so.”""

// all font properties
font {
    size:4
    style:""italic"" // ""normal""
    family:""Tahomana, sans-serif"" // see https://developer.mozilla.org/en-US/docs/Web/CSS/font-family
    weight:700
    letterspacing:-0.1 // extra inter-character space
    align:""center"" // ""right"", ""left"" (default)
    baseline:""middle"" // ""top"", ""bottom"", ""alphabetic"" (default)
}
move 60 72
color ""dodgerblue""
text ""― Douglas Adams""

color ""black""
font {size:6 style:""normal"" letterspacing:0 align:""left"" family:""Fira Code, monospace""}
fill ""none""

move 10 50
line 45 50
move 10 50
font {baseline:""bottom""}
text ""bottom""

move 10 35
line 45 35
move 10 35
font {baseline:""top""}
text ""top""

move 10 20
line 45 20
move 10 20
font {baseline:""middle""}
text ""middle""

move 10 5
line 45 5
move 10 5
font {baseline:""alphabetic""}
text ""alphabetic""

move 70 48
line 70 56
move 70 50
font {align:""left""}
text ""left""

move 70 33
line 70 41
move 70 35
font {align:""right""}
text ""right""

move 70 18
line 70 26
move 70 20
font {align:""center""}
text ""center""
"
https://github.com/evylang/evy.git,poly.evy,"width 1
color ""red""

fill ""none""
poly [10 80] [30 60] [50 80] [70 60] [90 80]

fill ""gold""
poly [10 20] [50 50] [20 10] [10 20]
"
https://github.com/evylang/evy.git,fill.evy,"width 2

move 10 65
color ""red""
circle 7
move 3 40
rect 14 14
move 3 35
line 17 35

move 30 65
stroke ""blue""
circle 7
move 23 40
rect 14 14
move 23 35
line 37 35

move 50 65
color ""green""
fill ""orange""
circle 7
move 43 40
rect 14 14
move 43 35
line 57 35

move 70 65
stroke ""deeppink""
fill ""cyan""
circle 7
move 63 40
rect 14 14
move 63 35
line 77 35

move 90 65
stroke ""violet""
fill ""none""
circle 7
move 83 40
rect 14 14
move 83 35
line 97 35
"
https://github.com/evylang/evy.git,circle-rect.evy,"move 20 0
rect 10 30
rect 20 5

move 50 50
color ""red""
circle 10

grid
"
https://github.com/evylang/evy.git,linestyle.evy,"width 3
linecap ""round""
move 5 80
line 95 80

linecap ""butt""
move 5 70
line 95 70

linecap ""square""
move 5 60
line 95 60

width 1
move 5 30
dash 5 3 1 3
line 95 30

dash
move 5 20
line 95 20
"
https://github.com/evylang/evy.git,lines.evy,"for i := range 0 100 3
    move i 0
    line 100 i
end
"
